unique_reads	ambig_reads	total_reads
0	0	0
0	1	1
0	1	1
0	0	0
0	3	3
0	3	3
0	1	1
0	3	3
0	4	4
0	1	1
0	1	1
0	1	1
0	3	3
0	7	7
0	2	2
0	2	2
0	1	1
0	2	2
0	7	7
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	4	4
0	3	3
0	0	0
0	0	0
0	0	0
0	3	3
0	0	0
0	7	7
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	2	2
0	1	1
0	0	0
0	4	4
0	3	3
0	4	4
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	2	2
0	0	0
0	7	7
0	0	0
0	0	0
0	0	0
0	1	1
0	2	2
0	3	3
0	0	0
0	1	1
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	3	3
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	1	1
0	2	2
0	0	0
0	3	3
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	2	2
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	3	3
0	1	1
0	1	1
0	0	0
0	0	0
0	2	2
0	1	1
0	2	2
0	0	0
0	1	1
0	7	7
0	0	0
0	1	1
0	9	9
0	0	0
0	0	0
0	2	2
0	0	0
0	4	4
0	2	2
0	1	1
0	13	13
0	96	96
0	82	82
0	107	107
0	85	85
0	82	82
0	82	82
0	80	80
0	67	67
0	82	82
0	95	95
0	95	95
0	74	74
0	96	96
0	6	6
0	0	0
0	24	24
0	7	7
0	22	22
0	5	5
0	0	0
0	3	3
0	12	12
0	8	8
0	6	6
0	8	8
0	2	2
0	1	1
0	28	28
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	5	5
0	3	3
0	2	2
0	2	2
0	2	2
0	7	7
0	5	5
0	3	3
0	3	3
0	3	3
0	4	4
0	3	3
0	5	5
0	4	4
0	5	5
0	1	1
0	4	4
0	1	1
105	47	152
0	4	4
0	15	15
0	4	4
0	3	3
0	8	8
0	4	4
0	4	4
0	6	6
0	3	3
0	4	4
0	4	4
0	3	3
0	3	3
0	3	3
0	4	4
0	3	3
0	4	4
0	3	3
0	2	2
0	4	4
0	5	5
0	3	3
0	3	3
0	4	4
0	3	3
0	3	3
0	2	2
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	2	2
0	2	2
0	2	2
0	2	2
0	1	1
0	1	1
0	0	0
0	0	0
3	44	47
1	266	267
0	114	114
0	13	13
0	4	4
0	107	107
0	0	0
0	6	6
0	0	0
0	0	0
0	2	2
0	0	0
0	2	2
0	0	0
0	2	2
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	2	2
0	0	0
0	5	5
0	5	5
0	5	5
0	2	2
0	2	2
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	2	2
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	2	2
0	6	6
0	1	1
0	7	7
0	5	5
0	7	7
0	7	7
0	7	7
0	6	6
0	4	4
0	4	4
0	5	5
0	4	4
0	11	11
0	9	9
0	4	4
0	5	5
0	8	8
0	5	5
0	5	5
0	4	4
0	15	15
0	22	22
0	9	9
0	7	7
0	24	24
0	5	5
0	7	7
0	4	4
0	5	5
0	9	9
0	5	5
0	32	32
0	6	6
0	7	7
0	7	7
0	7	7
0	4	4
0	4	4
0	5	5
0	5	5
0	4	4
0	7	7
0	5	5
0	3	3
0	6	6
0	3	3
0	3	3
0	5	5
0	11	11
0	2	2
0	7	7
0	5	5
0	6	6
0	6	6
0	4	4
0	3	3
0	4	4
0	5	5
0	6	6
0	5	5
0	5	5
0	7	7
0	16	16
0	0	0
0	2	2
0	3	3
0	0	0
0	0	0
0	4	4
0	2	2
0	24	24
0	2	2
0	2	2
0	0	0
0	24	24
0	14	14
0	2	2
0	11	11
0	0	0
0	13	13
0	13	13
0	3	3
0	0	0
0	0	0
0	2	2
0	5	5
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	4	4
0	0	0
0	2	2
0	1	1
0	3	3
0	2	2
0	0	0
0	6	6
0	2	2
0	0	0
0	1	1
0	6	6
0	1	1
0	2	2
0	0	0
0	6	6
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	1	1
0	14	14
0	2	2
0	14	14
0	1	1
0	4	4
0	24	24
0	0	0
0	3	3
0	2	2
0	2	2
0	27	27
0	2	2
0	0	0
0	0	0
0	1	1
0	0	0
0	24	24
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	5	5
0	2	2
0	67	67
0	0	0
0	0	0
0	2	2
0	0	0
0	2	2
0	2	2
0	2	2
0	0	0
0	2	2
0	5	5
0	24	24
0	2	2
0	0	0
0	2	2
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
0	74	74
0	2	2
0	3	3
0	5	5
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	5	5
0	26	26
0	0	0
0	0	0
0	1	1
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	2	2
0	24	24
0	0	0
0	0	0
0	0	0
0	2	2
0	29	29
0	0	0
0	2	2
0	0	0
0	0	0
0	3	3
0	2	2
0	0	0
0	1	1
0	7	7
0	5	5
0	15	15
0	2	2
0	0	0
0	2	2
0	0	0
0	0	0
0	3	3
0	2	2
0	0	0
0	30	30
0	0	0
0	3	3
0	0	0
0	2	2
0	24	24
0	4	4
0	1	1
0	1	1
0	1	1
0	4	4
0	1	1
0	0	0
0	0	0
0	3	3
0	2	2
0	2	2
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	30	30
0	42	42
0	2	2
0	2	2
0	2	2
0	5	5
0	1	1
0	2	2
0	0	0
0	71	71
0	0	0
0	0	0
0	2	2
0	0	0
0	5	5
0	2	2
0	0	0
0	0	0
0	3	3
0	4	4
0	3	3
0	0	0
0	0	0
0	2	2
0	0	0
0	4	4
0	5	5
0	4	4
0	12	12
0	4	4
0	1	1
0	1	1
0	3	3
0	0	0
0	13	13
0	2	2
0	0	0
0	12	12
0	2	2
0	0	0
0	0	0
0	5	5
0	0	0
0	2	2
0	0	0
0	2	2
0	2	2
0	4	4
0	4	4
0	5	5
0	4	4
0	5	5
0	4	4
0	4	4
0	7	7
0	6	6
0	5	5
0	4	4
0	4	4
0	6	6
0	10	10
0	6	6
0	4	4
0	6	6
0	10	10
0	4	4
0	4	4
0	4	4
0	6	6
0	5	5
0	5	5
0	9	9
0	4	4
0	4	4
0	4	4
0	6	6
0	4	4
0	5	5
0	6	6
0	11	11
0	6	6
0	4	4
0	2	2
0	0	0
0	1	1
0	4	4
0	12	12
0	14	14
0	36	36
0	37	37
0	25	25
0	33	33
0	16	16
0	0	0
0	0	0
0	0	0
10	50	60
0	25	25
0	7	7
0	103	103
0	103	103
0	102	102
0	104	104
0	58	58
0	57	57
0	45	45
0	28	28
0	6	6
0	2	2
0	11	11
0	1	1
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	6	6
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	3	3
0	62	62
0	6	6
0	2	2
0	11	11
0	2	2
2	14	16
0	171	171
0	100	100
0	62	62
0	30	30
0	47	47
0	29	29
0	13	13
0	29	29
0	30	30
0	8	8
0	3	3
0	6	6
0	2	2
0	2	2
0	0	0
0	4	4
0	4	4
0	0	0
0	0	0
0	3	3
0	4	4
0	189	189
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	4	4
0	4	4
0	35	35
0	19	19
0	1	1
0	14	14
0	0	0
0	3	3
0	2	2
0	2	2
0	6	6
0	3	3
0	0	0
0	3	3
0	65	65
0	57	57
0	3	3
0	7	7
0	5	5
0	55	55
0	54	54
41	3766	3807
0	275	275
0	124	124
0	66	66
0	64	64
0	31	31
0	21	21
0	12	12
0	8	8
0	6	6
1	5	6
0	3	3
0	2	2
0	2	2
0	2	2
0	1	1
0	4	4
0	3	3
0	11	11
0	0	0
0	0	0
0	10	10
0	10	10
0	2	2
0	1	1
0	8	8
2	7	9
0	2	2
0	2	2
0	1	1
0	2	2
0	3	3
0	1	1
0	2	2
0	2	2
0	3	3
0	3	3
0	113	113
0	112	112
0	115	115
0	116	116
0	111	111
0	117	117
0	115	115
0	116	116
0	113	113
0	111	111
0	56	56
0	35	35
0	2	2
0	1	1
0	2	2
0	4	4
0	2	2
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	2	2
0	2	2
2	7	9
0	3	3
0	1	1
0	2	2
0	1	1
0	3	3
0	1	1
0	1	1
0	14	14
0	14	14
7	41	48
0	6	6
0	20	20
0	5	5
0	40	40
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
3	3938	3941
13	11096	11109
3	45507	45510
0	64	64
23	35949	35972
2	3738	3740
19	32477	32496
3	2920	2923
0	0	0
0	0	0
0	3	3
0	4	4
0	0	0
0	20	20
0	0	0
0	7	7
0	2	2
0	5	5
0	5	5
0	2	2
0	5	5
0	20	20
0	5	5
0	5	5
0	2	2
0	5	5
0	5	5
0	8	8
0	5	5
0	5	5
0	5	5
0	2	2
0	2	2
0	5	5
0	5	5
0	5	5
0	5	5
0	5	5
0	1	1
0	4	4
0	13	13
0	4	4
0	4	4
0	4	4
0	4	4
0	16	16
0	9	9
0	1	1
0	203	203
0	12	12
0	3	3
0	4	4
0	13	13
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	4	4
0	203	203
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	107	107
0	66	66
0	10	10
0	25	25
0	1	1
0	76	76
0	21	21
1	4	5
0	15	15
0	9	9
0	132	132
0	131	131
0	120	120
0	16	16
0	4	4
0	84	84
0	20	20
1	2	3
8	127	135
0	10	10
0	122	122
0	582	582
0	4	4
0	114	114
0	116	116
0	101	101
0	89	89
0	9	9
0	104	104
0	41	41
0	24	24
0	24	24
0	29	29
0	116	116
0	115	115
0	103	103
0	21	21
0	112	112
0	113	113
0	1	1
0	19	19
0	80	80
0	84	84
0	29	29
0	27	27
0	120	120
0	81	81
0	88	88
0	25	25
0	105	105
0	8	8
0	8	8
0	113	113
0	80	80
0	107	107
0	0	0
0	15	15
0	80	80
0	15	15
0	107	107
0	80	80
0	39	39
0	5	5
0	93	93
0	580	580
0	8	8
0	104	104
0	1	1
0	87	87
0	8	8
0	8	8
0	106	106
0	3	3
0	8	8
0	60	60
0	89	89
0	7	7
0	9	9
0	89	89
0	1	1
0	7	7
0	8	8
0	8	8
0	0	0
0	18	18
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	11	11
0	0	0
0	26	26
0	25	25
0	2	2
0	2	2
0	1	1
0	2	2
0	6	6
0	2	2
0	6	6
0	2	2
0	1	1
0	1	1
0	6	6
0	1	1
0	6	6
0	2	2
0	6	6
0	1	1
0	2	2
0	1	1
0	2	2
0	1	1
0	2	2
0	2	2
0	2	2
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	5	5
0	0	0
0	0	0
0	0	0
0	4	4
0	1	1
0	1	1
0	0	0
0	0	0
0	1	1
1	4	5
0	0	0
0	1	1
0	0	0
0	2	2
0	3	3
0	4	4
0	3	3
1	5	6
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	2	2
0	1	1
0	4	4
0	4	4
0	3	3
0	3	3
0	1	1
0	2	2
1	1	2
0	4	4
0	1	1
0	5	5
0	0	0
0	1	1
0	1	1
0	3	3
0	1	1
8	1	9
0	2	2
0	1	1
0	2	2
0	1	1
0	1	1
0	1	1
0	1	1
0	2	2
1	5	6
0	4	4
0	1	1
1	2	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	200	200
0	206	206
0	0	0
0	209	209
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	207	207
0	12	12
0	0	0
0	0	0
0	0	0
0	0	0
29	1043	1072
1	288	289
9	963	972
0	0	0
0	68	68
80	25	105
15	3	18
0	0	0
0	0	0
0	0	0
8	6	14
0	6	6
0	6	6
0	0	0
0	1	1
0	1	1
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	1319	1319
0	236	236
23	1316	1339
0	0	0
0	15	15
0	0	0
0	1659	1659
0	1658	1658
0	1654	1654
0	1657	1657
0	0	0
0	4	4
0	0	0
0	0	0
0	2	2
0	1635	1635
0	1550	1550
0	55	55
0	7	7
0	32	32
0	55	55
0	55	55
0	47	47
0	39	39
0	46	46
0	45	45
0	46	46
0	55	55
0	60	60
0	47	47
0	58	58
0	15	15
0	55	55
0	48	48
0	9	9
0	58	58
0	58	58
0	29	29
0	41	41
0	10	10
0	45	45
0	12	12
0	57	57
0	57	57
4	39	43
0	43	43
0	43	43
0	55	55
0	57	57
0	58	58
0	22	22
0	57	57
0	45	45
0	53	53
0	55	55
0	20	20
0	37	37
0	15	15
0	40	40
0	7	7
0	44	44
0	8	8
0	46	46
0	8	8
0	7	7
0	26	26
0	5	5
0	21	21
0	12	12
0	3	3
0	4	4
0	21	21
0	0	0
0	0	0
0	0	0
0	6	6
0	7	7
11	9	20
0	7	7
0	7	7
0	8	8
0	3	3
0	4	4
0	3	3
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	83	83
0	81	81
1	80	81
0	81	81
1	57	58
0	83	83
0	75	75
0	0	0
0	5	5
0	2	2
0	3	3
0	4	4
0	2	2
0	3	3
0	3	3
0	0	0
0	0	0
0	0	0
0	5	5
2	12	14
0	9	9
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
1	3	4
0	2	2
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
20	5	25
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	255	255
0	259	259
0	257	257
0	202	202
0	186	186
0	0	0
0	13	13
176	836	1012
0	4	4
0	2	2
13	4	17
0	0	0
0	0	0
0	20	20
0	1214	1214
0	1210	1210
0	1221	1221
0	263	263
0	504	504
0	39	39
0	106	106
0	7	7
0	58	58
0	34	34
0	8	8
0	3	3
0	21	21
0	27	27
0	33	33
0	1	1
0	18	18
0	24	24
0	22	22
0	5	5
0	0	0
0	2	2
0	0	0
0	11	11
0	2	2
1	11	12
0	11	11
0	0	0
0	10	10
0	0	0
0	1	1
0	24	24
1	25	26
0	11	11
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
1	12	13
0	0	0
0	0	0
0	0	0
552	76	628
0	8	8
0	4	4
0	20	20
0	0	0
6	52	58
0	41	41
1	279	280
0	1029	1029
0	1039	1039
0	463	463
0	136	136
1	980	981
0	1034	1034
0	439	439
13	353	366
3	238	241
0	352	352
0	1026	1026
0	824	824
0	303	303
0	821	821
0	834	834
0	4	4
0	2	2
0	0	0
0	94	94
0	1	1
0	5	5
0	6	6
0	2	2
0	6	6
0	40	40
0	2	2
0	2	2
0	43	43
0	33	33
0	14	14
0	29	29
0	37	37
0	37	37
0	7	7
0	9	9
0	10	10
0	198	198
0	181	181
11	143	154
0	39	39
0	30	30
0	23	23
0	20	20
0	21	21
0	19	19
0	2	2
0	5	5
0	6	6
0	0	0
0	0	0
0	2	2
29	26	55
0	0	0
0	2	2
0	110	110
0	110	110
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	1	1
0	2	2
0	2	2
0	1	1
0	184	184
0	204	204
0	201	201
0	187	187
0	203	203
0	0	0
0	0	0
0	1	1
0	2	2
0	0	0
59	4840	4899
0	4818	4818
10	4610	4620
1	4847	4848
0	15	15
0	11	11
0	3	3
0	203	203
9	325	334
0	176	176
9	107	116
101	471	572
0	220	220
1	369	370
0	248	248
0	9	9
0	56	56
0	2	2
0	3	3
0	1	1
0	10	10
0	103	103
0	2	2
0	23	23
0	3	3
0	2	2
0	611	611
0	590	590
1	631	632
0	633	633
0	535	535
0	628	628
0	594	594
0	551	551
0	280	280
0	562	562
0	578	578
0	0	0
0	596	596
0	583	583
0	505	505
0	511	511
0	457	457
0	329	329
4367	1061	5428
0	591	591
17	983	1000
1	36	37
3	413	416
0	278	278
0	0	0
0	2	2
13	125	138
0	16	16
0	16	16
0	16	16
0	0	0
0	0	0
0	0	0
2	8	10
2	22	24
0	14	14
0	27	27
0	17	17
0	14	14
0	11	11
0	8	8
0	9	9
0	10	10
0	8	8
0	14	14
0	10	10
0	14	14
0	10	10
0	10	10
0	15	15
0	21	21
0	10	10
0	13	13
0	8	8
0	10	10
0	21	21
0	10	10
0	13	13
0	8	8
0	10	10
0	9	9
0	21	21
0	12	12
0	3	3
0	3	3
0	15	15
0	4	4
0	4	4
0	15	15
0	4	4
0	6	6
0	18	18
0	15	15
0	13	13
0	1	1
0	8	8
0	3	3
0	0	0
0	1	1
0	79	79
5	98	103
0	0	0
8	33	41
0	1	1
0	3	3
4	185	189
0	147	147
6	171	177
0	1	1
5	95	100
2	78	80
0	12	12
0	16	16
0	16	16
1	13	14
0	10	10
0	10	10
0	1	1
0	161	161
1	116	117
0	159	159
0	121	121
0	144	144
0	0	0
0	0	0
0	4	4
18	1	19
19	4	23
1	0	1
640	348	988
4	283	287
0	54	54
361	46	407
0	0	0
16	3	19
0	0	0
82	0	82
5	7	12
2	9	11
5	1	6
71	1	72
0	125	125
0	124	124
0	124	124
0	124	124
0	123	123
0	123	123
0	123	123
3	20	23
0	0	0
0	95	95
0	4	4
0	53	53
2	23	25
1	17	18
0	0	0
0	123	123
0	1	1
0	0	0
0	123	123
0	84	84
0	0	0
0	0	0
0	122	122
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	116	119
0	41	41
0	36	36
0	2	2
0	36	36
0	9	9
0	36	36
0	19	19
0	7	7
0	7	7
0	13	13
0	4	4
4	3	7
1	2238	2239
0	2193	2193
1	2107	2108
0	1795	1795
0	1601	1601
0	579	579
0	578	578
0	570	570
0	1510	1510
0	61	61
0	74	74
0	69	69
1	2	3
0	119	119
0	472	472
1	459	460
0	32	32
11	63	74
1	7	8
0	2	2
0	34	34
0	34	34
0	34	34
0	18	18
0	0	0
0	36	36
0	34	34
0	34	34
0	34	34
0	34	34
0	34	34
0	0	0
0	1	1
0	32	32
0	24	24
0	19	19
0	7	7
0	6	6
0	19	19
0	18	18
0	20	20
0	18	18
0	16	16
0	6	6
0	5	5
0	19	19
0	15	15
0	20	20
0	9	9
0	12	12
0	16	16
0	13	13
0	16	16
0	15	15
0	7	7
0	69	69
0	67	67
0	69	69
0	29	29
0	1418	1418
0	844	844
0	51	51
0	269	269
0	920	920
0	1045	1045
0	1188	1188
0	1224	1224
0	1221	1221
0	1207	1207
1	1	2
0	3	3
0	1	1
0	1	1
0	22	22
0	2	2
0	4	4
0	20	20
0	26	26
17	564	581
6	56	62
5	32	37
8	42	50
90	775	865
3	7	10
0	4	4
2	0	2
0	21	21
47	2	49
0	0	0
0	115	115
2	10	12
0	72	72
0	74	74
0	19	19
0	1	1
0	422	422
1	416	417
3	413	416
0	117	117
0	0	0
0	3	3
0	2	2
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	11	11
0	8	8
1	8	9
3	2	5
0	0	0
0	11	11
0	16	16
0	0	0
0	892	892
0	919	919
0	917	917
0	896	896
0	875	875
1	890	891
0	873	873
0	818	818
0	886	886
0	876	876
0	555	555
0	840	840
0	855	855
0	771	771
0	774	774
1	734	735
0	707	707
0	609	609
0	557	557
0	501	501
0	514	514
0	467	467
0	266	266
0	153	153
0	4	4
23	13	36
0	7	7
0	5	5
0	9	9
0	7	7
2	0	2
0	1	1
0	3	3
0	3	3
0	0	0
0	2	2
0	0	0
0	2	2
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	3	3
0	4	4
0	3	3
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
8	0	8
0	1	1
0	1	1
1	2	3
0	1	1
48	197	245
8	197	205
0	7	7
2	9	11
2	2	4
0	1	1
0	3	3
0	0	0
0	3	3
0	0	0
0	1	1
2	4	6
0	1	1
0	1	1
4	2	6
0	0	0
0	9	9
0	2	2
0	5	5
0	0	0
0	0	0
0	0	0
0	13	13
0	0	0
0	5	5
0	13	13
0	2	2
0	0	0
0	11	11
0	12	12
0	0	0
0	0	0
0	11	11
0	0	0
0	0	0
1	4	5
0	2	2
0	0	0
0	0	0
0	6	6
0	5	5
0	0	0
0	5	5
0	5	5
0	3	3
0	5	5
0	2	2
0	2	2
1	0	1
0	0	0
0	0	0
42	120	162
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	119	119
1	0	1
0	24	24
0	1	1
0	2	2
0	1	1
0	2	2
0	1	1
0	4	4
0	2	2
0	1	1
0	0	0
0	0	0
0	3	3
0	1	1
0	83	83
1	4	5
0	12	12
0	69	69
0	1	1
0	0	0
0	0	0
2	1	3
11	4	15
0	2	2
0	116	116
0	113	113
0	308	308
0	549	549
0	116	116
7	108	115
1	500	501
7	1473	1480
1	1448	1449
22	1453	1475
0	1375	1375
0	156	156
1	171	172
0	0	0
3	2	5
2	2	4
0	2	2
0	0	0
0	0	0
0	1	1
52	3	55
0	0	0
0	1	1
0	1	1
1	0	1
0	3	3
0	2	2
0	2	2
0	2	2
0	3	3
0	3	3
0	0	0
0	2	2
0	2	2
0	2	2
0	3	3
0	3	3
0	3	3
0	4	4
2	3	5
0	2	2
0	2	2
0	2	2
0	2	2
1	19	20
4	12	16
0	22	22
0	0	0
6	6	12
0	3	3
2	3	5
0	10	10
2	21	23
0	0	0
1	20	21
4	0	4
5	209	214
0	0	0
4	0	4
0	1	1
0	1108	1108
0	14	14
0	1231	1231
0	260	260
3	5	8
0	1132	1132
0	25	25
4	696	700
0	20	20
0	208	208
0	206	206
0	129	129
0	174	174
0	19	19
1	0	1
0	0	0
0	2	2
1	12	13
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	175	175
0	173	173
0	10	10
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	2	2
0	1	1
0	1	1
0	0	0
0	0	0
0	23	23
1	23	24
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	1	1
0	0	0
2	0	2
0	6	6
0	3	3
0	297	297
0	296	296
0	297	297
0	299	299
0	11	11
0	299	299
0	6	6
0	6	6
0	3	3
0	5	5
0	289	289
0	3	3
0	242	242
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	17	19
0	0	0
0	16	16
0	14	14
0	13	13
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	8	8
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	0	0
66	47	113
0	47	47
0	44	44
0	0	0
0	0	0
0	0	0
0	32	32
0	1	1
8	31	39
0	32	32
0	16	16
0	0	0
0	5	5
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	4	4
3	5	8
0	5	5
0	5	5
0	5	5
0	5	5
0	4	4
0	5	5
0	1	1
0	5	5
0	5	5
0	165	165
0	173	173
17	409	426
5	405	410
4	7	11
0	18	18
0	3	3
0	5	5
0	3	3
0	5	5
0	15	15
6	4	10
0	54	54
0	49	49
0	7	7
0	7	7
0	7	7
0	54	54
2	3	5
0	55	55
0	4	4
0	2	2
0	48	48
0	2	2
0	0	0
0	4	4
0	2	2
0	0	0
0	0	0
0	0	0
0	17	17
0	160	160
0	27	27
0	139	139
0	161	161
0	4	4
2	235	237
0	107	107
0	15	15
0	169	169
0	14	14
0	199	199
0	127	127
1	215	216
0	145	145
