unique_reads	ambig_reads	total_reads
0	43	43
0	783	783
0	11	11
3	620	623
2	523	525
0	37	37
9	130	139
0	66	66
0	79	79
0	75	75
15	644	659
0	0	0
1	2	3
0	3	3
0	0	0
2	0	2
1	0	1
0	5	5
0	31	31
0	32	32
0	25	25
0	4	4
0	4	4
0	11	11
0	16	16
2	16	18
0	4	4
8	11	19
3	2	5
0	78	78
1	83	84
1	29	30
0	78	78
2	4	6
10	1	11
0	0	0
0	3	3
1	1	2
0	1	1
0	15	15
0	0	0
5	0	5
1	1174	1175
0	1176	1176
0	10	10
0	11	11
0	18	18
0	11	11
0	1173	1173
0	17	17
0	31	31
0	46	46
2	818	820
0	643	643
0	650	650
0	4	4
0	2	2
0	557	557
0	3	3
0	2	2
0	2	2
0	0	0
0	6	6
0	1	1
0	137	137
0	98	98
0	336	336
0	338	338
0	338	338
0	165	165
4	394	398
0	383	383
8	333	341
0	100	100
0	199	199
0	246	246
0	0	0
0	41	41
0	6	6
0	0	0
0	1128	1128
0	1127	1127
0	1129	1129
1	1177	1178
0	165	165
25	1183	1208
0	0	0
0	304	304
0	857	857
0	6208	6208
0	6146	6146
0	6219	6219
0	6193	6193
0	6209	6209
0	190	190
0	6100	6100
0	346	346
0	5763	5763
0	5255	5255
0	6096	6096
0	5842	5842
0	5718	5718
0	6134	6134
0	6199	6199
0	6198	6198
0	5318	5318
0	6201	6201
0	6179	6179
0	5590	5590
0	4977	4977
0	5917	5917
0	1051	1051
0	164	164
0	3115	3115
0	724	724
0	144	144
0	83	83
0	171	171
0	96	96
0	202	202
0	4849	4849
0	124	124
0	52	52
0	6130	6130
1	6496	6497
0	5	5
0	20	20
0	632	632
0	601	601
0	539	539
0	498	498
1	483	484
0	220	220
2	70	72
0	490	490
0	423	423
0	378	378
0	59	59
0	291	291
0	246	246
0	11	11
0	196	196
0	6	6
0	2	2
0	1	1
0	15	15
5	92	97
0	18	18
6	4	10
1	0	1
0	392	392
0	196	196
0	509	509
0	2758	2758
0	81	81
0	66	66
1	2670	2671
0	2732	2732
0	201	201
0	237	237
0	2744	2744
0	126	126
0	2709	2709
1	497	498
2	375	377
0	2618	2618
0	329	329
0	6	6
0	531	531
0	67	67
0	1	1
0	1	1
0	2	2
0	4	4
0	1	1
0	103	103
0	107	107
0	47	47
0	101	101
0	104	104
0	105	105
0	98	98
0	32	32
0	12	12
0	40	40
0	84	84
0	52	52
0	27	27
0	62	62
0	55	55
0	82	82
0	30	30
0	53	53
0	83	83
0	85	85
0	21	21
0	48	48
0	48	48
0	80	80
0	73	73
0	32	32
0	66	66
0	0	0
0	117	117
0	120	120
0	118	118
0	109	109
0	105	105
0	72	72
0	69	69
0	69	69
0	70	70
0	71	71
0	72	72
0	0	0
0	21	21
0	0	0
0	28	28
2	278	280
0	275	275
0	16	16
0	19	19
1	6	7
0	0	0
0	0	0
0	0	0
0	3	3
0	7	7
0	13	13
0	12	12
0	6	6
0	2	2
0	1	1
0	1	1
0	0	0
0	1	1
9	41	50
0	0	0
2	1	3
113	1	114
177	14	191
0	0	0
0	0	0
0	0	0
0	13	13
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
10	32	42
1	30	31
0	0	0
0	2	2
0	0	0
0	0	0
21	200	221
0	196	196
0	12	12
0	57	57
0	40	40
0	5	5
0	3	3
3	6	9
1	0	1
0	17	17
24	23	47
0	7	7
0	6	6
0	7	7
9	4938	4947
0	4782	4782
0	1552	1552
0	4800	4800
0	4918	4918
0	4928	4928
0	2283	2283
0	4931	4931
0	4934	4934
0	563	563
0	614	614
0	574	574
0	815	815
0	4805	4805
0	966	966
0	965	965
0	1195	1195
0	10150	10150
0	9920	9920
0	9754	9754
0	10138	10138
29	4643	4672
0	7430	7430
1	9926	9927
0	10135	10135
0	147	147
4	82	86
0	4	4
2	0	2
7	1	8
0	13	13
0	1	1
1	16	17
0	2	2
78	17	95
1	1139	1140
0	1019	1019
0	666	666
0	980	980
0	651	651
2	932	934
0	830	830
0	448	448
0	3	3
0	254	254
0	515	515
0	759	759
0	673	673
0	735	735
0	760	760
0	725	725
0	722	722
1	172	173
0	239	239
0	285	285
0	746	746
0	724	724
0	748	748
0	381	381
0	646	646
0	666	666
0	625	625
0	102	102
0	39	39
0	607	607
0	210	210
0	637	637
0	620	620
0	647	647
0	174	174
0	568	568
0	569	569
0	410	410
0	615	615
0	63	63
0	598	598
0	157	157
0	297	297
0	595	595
0	47	47
0	64	64
0	562	562
0	54	54
0	86	86
0	11	11
0	72	72
0	421	421
0	228	228
0	81	81
0	19	19
0	0	0
0	4	4
0	2	2
0	13	13
0	18	18
0	17	17
0	12	12
0	10	10
0	1	1
0	1	1
0	4	4
0	404	404
1	394	395
0	32	32
0	25	25
0	12	12
0	11	11
0	2	2
0	0	0
2	446	448
0	67	67
0	452	452
0	448	448
0	446	446
0	451	451
0	67	67
0	64	64
0	445	445
0	63	63
0	64	64
0	115	115
0	70	70
0	4	4
0	2	2
7	1	8
0	66	66
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
1	2	3
0	0	0
0	0	0
0	0	0
0	0	0
29	0	29
0	0	0
0	0	0
1	11	12
0	7	7
38	2118	2156
0	16	16
0	9	9
0	20	20
1	1932	1933
0	12	12
0	23	23
0	22	22
0	16	16
0	20	20
0	11	11
0	9	9
0	15	15
1	204	205
0	20	20
0	31	31
3	57	60
0	44	44
0	50	50
0	3	3
0	1	1
0	0	0
0	4	4
0	1	1
0	9	9
0	0	0
0	2	2
0	0	0
0	2	2
0	3	3
1	7	8
0	0	0
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	199	199
0	10	10
0	10	10
0	196	196
0	198	198
3	189	192
0	3	3
0	0	0
0	2	2
0	65	65
0	1	1
0	1	1
0	40	40
0	61	61
0	499	499
0	441	441
0	445	445
0	297	297
0	149	149
0	396	396
0	117	117
0	299	299
0	223	223
0	323	323
0	321	321
0	268	268
0	104	104
0	32	32
0	5	5
0	1	1
0	2	2
0	2	2
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
52	0	52
1	7	8
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
202	58	260
0	26	26
0	7	7
0	19	19
1	13	14
0	12	12
0	0	0
0	7	7
0	7	7
0	3	3
0	5	5
0	511	511
0	503	503
0	511	511
0	507	507
0	493	493
0	37	37
0	139	139
0	119	119
0	130	130
0	9	9
0	102	102
0	12	12
0	33	33
0	9	9
0	33	33
0	89	89
0	87	87
3	0	3
0	0	0
0	11	11
1	0	1
0	33	33
0	33	33
0	33	33
0	33	33
0	33	33
0	33	33
0	32	32
0	10	10
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	71	71
0	71	71
0	73	73
0	45	45
2	72	74
11	37	48
0	2	2
0	0	0
0	0	0
0	501	501
0	718	718
0	500	500
1	151	152
29	18	47
0	521	521
168	671	839
0	701	701
0	63	63
0	233	233
0	4	4
0	9	9
7	10	17
1	1	2
4	4	8
0	1	1
0	0	0
0	1	1
0	38	38
0	83	83
22	55	77
0	24	24
113	447	560
0	27	27
0	22	22
0	26	26
37	491	528
7	19	26
0	8	8
0	9	9
0	39	39
0	32	32
0	6	6
5	20	25
0	33	33
0	10	10
0	17	17
5	27	32
17	19	36
72	27	99
0	2	2
0	2	2
0	0	0
1	2	3
0	2	2
0	0	0
6	3	9
3	12	15
0	2	2
0	0	0
0	1	1
0	1	1
0	47	47
0	48	48
0	0	0
1	48	49
0	1	1
0	0	0
0	0	0
3	0	3
1	16	17
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
4	4	8
0	2	2
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
2	1014	1016
0	1009	1009
2	2430	2432
0	2435	2435
3	0	3
0	2431	2431
0	2468	2468
1	346	347
0	277	277
5	883	888
0	0	0
0	4	4
0	0	0
1	0	1
0	65	65
0	0	0
0	2	2
6	2	8
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	17	17
1	16	17
0	1	1
0	31	31
0	31	31
0	37	37
0	0	0
0	32	32
0	1	1
0	32	32
0	31	31
0	0	0
0	1	1
0	36	36
0	1	1
2	30	32
0	0	0
0	0	0
2	86	88
0	964	964
0	143	143
0	959	959
0	793	793
0	10	10
0	3	3
0	9	9
0	1	1
0	0	0
0	24	24
0	6	6
0	17	17
0	6	6
0	15	15
0	6	6
0	50	50
0	51	51
0	52	52
0	12	12
0	6	6
0	0	0
0	0	0
0	121	121
0	108	108
0	54	54
0	120	120
0	1	1
0	1	1
0	0	0
0	2	2
0	1	1
12	32	44
0	31	31
0	34	34
0	32	32
0	6	6
0	1	1
0	2	2
0	0	0
3	1	4
6	797	803
0	798	798
0	801	801
0	803	803
0	20	20
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	22	22
468	692	1160
0	635	635
0	674	674
0	225	225
0	20	20
13	138	151
0	139	139
0	136	136
0	137	137
0	138	138
0	137	137
0	87	87
3	12	15
0	13	13
0	11	11
15	5	20
0	1	1
0	1	1
0	3	3
0	5	5
0	5	5
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	422	422
0	424	424
0	418	418
0	391	391
1	95	96
0	110	110
0	79	79
0	413	413
0	27	27
0	423	423
0	389	389
0	375	375
0	418	418
0	406	406
0	34	34
0	29	29
0	0	0
0	22	22
0	4	4
0	4	4
0	382	382
0	386	386
6	361	367
0	379	379
0	9	9
0	2	2
0	2	2
257	3	260
1	174	175
0	176	176
0	178	178
0	178	178
0	177	177
0	121	121
0	13	13
3	1	4
0	3	3
3	36	39
0	36	36
0	1	1
0	4	4
0	2	2
0	2	2
0	10	10
0	10	10
0	0	0
0	0	0
0	0	0
0	0	0
0	7	7
2	19	21
0	0	0
0	80	80
0	80	80
0	79	79
0	5	5
0	2	2
0	0	0
0	2	2
0	1	1
0	1	1
0	2	2
0	1	1
0	201	201
0	143	143
0	137	137
0	197	197
4	16	20
0	4	4
0	12	12
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	45	45
0	46	46
0	46	46
0	0	0
0	758	758
1	1	2
0	33	33
0	757	757
0	757	757
0	3	3
0	3	3
18	0	18
4	4	8
0	3	3
19	14	33
0	0	0
0	0	0
0	6	6
0	0	0
0	1	1
1	1	2
0	0	0
0	1	1
0	1	1
0	0	0
1	0	1
0	0	0
0	0	0
5	15	20
0	1	1
77	1169	1246
0	678	678
2	1098	1100
1	284	285
0	27	27
479	64	543
0	175	175
0	176	176
68	135	203
3	2	5
0	1	1
0	0	0
2	349	351
5	1	6
0	99	99
0	338	338
0	53	53
0	0	0
0	81	81
9	9	18
0	0	0
0	3	3
0	3	3
0	263	263
0	265	265
0	99	99
0	7	7
0	8	8
0	261	261
1	260	261
0	263	263
0	263	263
0	0	0
0	13	13
0	10	10
0	0	0
1	104	105
0	0	0
0	1	1
0	0	0
0	31	31
0	11	11
0	22	22
5	32	37
0	0	0
0	3	3
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
4	76	80
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	3	3
0	5	5
0	3	3
0	2	2
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	3	12
6	2	8
916	2	918
0	11	11
0	17	17
0	15	15
0	11	11
0	0	0
0	5	5
0	0	0
0	0	0
0	0	0
15	1	16
1	1	2
1	254	255
0	252	252
0	224	224
0	243	243
0	247	247
0	251	251
0	244	244
0	168	168
0	247	247
0	141	141
0	5	5
0	1	1
0	4	4
0	15	15
0	3	3
0	1	1
0	1	1
0	1	1
0	38	38
1	127	128
0	126	126
0	125	125
0	70	70
0	111	111
0	40	40
0	40	40
1	44	45
0	3	3
21	39	60
112	35	147
5	1	6
0	31	31
0	5	5
0	5	5
0	823	823
0	50	50
0	782	782
0	5	5
0	761	761
0	520	520
0	731	731
0	189	189
0	12	12
0	38	38
0	78	78
0	529	529
0	72	72
0	69	69
0	63	63
0	18	18
0	71	71
5	14	19
0	25	25
0	99	99
0	672	672
0	56	56
0	15	15
0	647	647
0	7	7
0	2	2
0	1	1
0	19	19
0	8	8
0	829	829
0	820	820
0	679	679
0	815	815
0	616	616
1	24	25
0	832	832
0	10	10
0	12	12
0	49	49
0	782	782
0	828	828
0	22	22
0	5	5
0	70	70
0	1	1
0	0	0
0	443	443
0	1	1
0	2	2
0	59	59
0	55	55
0	9	9
0	46	46
0	14	14
1	41	42
0	42	42
2	44347	44349
42	44369	44411
0	39114	39114
2	39026	39028
0	39104	39104
0	39116	39116
0	21916	21916
0	10185	10185
70	323	393
0	101	101
1	0	1
0	0	0
0	0	0
47	0	47
0	0	0
4	0	4
13	738	751
5	721	726
0	678	678
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
1	556	557
0	629	629
0	625	625
0	625	625
0	22	22
1	2	3
0	1	1
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	2	2
0	5	5
0	0	0
0	1609	1609
0	1524	1524
0	1623	1623
0	1413	1413
0	1471	1471
0	1488	1488
0	1486	1486
0	1471	1471
0	993	993
0	1289	1289
0	1029	1029
0	1172	1172
0	1011	1011
0	1216	1216
0	384	384
0	1176	1176
0	949	949
0	22	22
0	2	2
0	20	20
0	19	19
0	3	3
0	9	9
0	9	9
0	8	8
0	9	9
0	12	12
0	0	0
0	12	12
0	14	14
0	13	13
0	13	13
0	0	0
0	9	9
0	0	0
0	0	0
2	2481	2483
5	2473	2478
0	2486	2486
6	111	117
0	0	0
2	0	2
1	0	1
0	8	8
0	3	3
0	8	8
0	53	53
3	51	54
3	16	19
0	3	3
0	3	3
4	17	21
6	0	6
2	0	2
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
1	0	1
0	2	2
0	2	2
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
1	5	6
4	734	738
0	514	514
0	747	747
0	10	10
0	41	41
0	23	23
66	50	116
0	1	1
0	1	1
0	1	1
0	2	2
37	85	122
30	116	146
1	57	58
0	16	16
0	15	15
0	1	1
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
46	0	46
0	0	0
0	0	0
111	7	118
0	4	4
0	0	0
0	626	626
0	637	637
4	57	61
0	56	56
1	610	611
0	1	1
0	1	1
3	0	3
1	0	1
0	5	5
0	1	1
1	1	2
0	0	0
0	2	2
4	51	55
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	51	51
0	0	0
0	50	50
0	193	193
0	166	166
1	1377	1378
0	1357	1357
0	457	457
0	1031	1031
1	1055	1056
0	21	21
1	39	40
0	36	36
0	160	160
0	6	6
0	154	154
2	159	161
2	154	156
36	54	90
1	53	54
62	788	850
1098	945	2043
0	218	218
0	356	356
0	384	384
0	273	273
0	260	260
0	253	253
0	226	226
0	258	258
0	254	254
0	254	254
0	250	250
0	229	229
7	25	32
0	183	183
0	7	7
0	39	39
2	38	40
0	14	14
0	13	13
0	13	13
2	20	22
0	11	11
0	0	0
0	0	0
0	494	494
2	1264	1266
30	3459	3489
0	46	46
1	1258	1259
0	1335	1335
0	3465	3465
12	3456	3468
4	516	520
0	124	124
1	2	3
0	20	20
0	1	1
0	0	0
1	0	1
0	0	0
1	0	1
0	0	0
8	352	360
0	347	347
0	326	326
0	327	327
0	7	7
3	46	49
0	2	2
0	13	13
0	7	7
1	6	7
0	6	6
6	7	13
2	20	22
3	8	11
1	7	8
1	2163	2164
17	4931	4948
10	4979	4989
7	39	46
12	193	205
98	111	209
0	37	37
0	59	59
0	27	27
1	1	2
1	1	2
0	3	3
2	1	3
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	2	11
0	3	3
0	2	2
0	0	0
0	2	2
0	3	3
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
1	7	8
0	1	1
0	0	0
0	0	0
0	4	4
0	5	5
1	42	43
0	5	5
1	5	6
0	0	0
7	42	49
0	2	2
0	1	1
1	0	1
0	2	2
0	0	0
0	0	0
0	0	0
18	0	18
125	37	162
0	0	0
0	26	26
1	1	2
0	2	2
0	0	0
0	5	5
0	21	21
0	0	0
0	0	0
0	5	5
0	0	0
0	1	1
4	6	10
0	17	17
0	10	10
6	88	94
61	508	569
1	500	501
0	3	3
0	48	48
4	0	4
0	61	61
0	61	61
0	41	41
0	1	1
0	48	48
0	1	1
0	53	53
0	0	0
0	0	0
0	36	36
0	42	42
0	54	54
3	17	20
0	0	0
0	0	0
0	1	1
0	0	0
66	14652	14718
0	12618	12618
18	1469	1487
0	3612	3612
0	14354	14354
1	14195	14196
0	11986	11986
1	16	17
2	427	429
0	28	28
0	60	60
0	52	52
0	114	114
1	6	7
0	6	6
0	4	4
60	234	294
1	37	38
0	227	227
0	12	12
0	13	13
0	15	15
17	0	17
0	8	8
0	5	5
0	9	9
0	42	42
0	41	41
1	5	6
0	1	1
0	9	9
0	11	11
0	5	5
0	0	0
0	0	0
1	1	2
0	0	0
0	1	1
0	1	1
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	11	11
0	0	0
0	0	0
2	37	39
0	0	0
0	4	4
1	35	36
0	1	1
1	34	35
0	0	0
0	0	0
0	0	0
0	0	0
2	10	12
0	0	0
0	0	0
128	25	153
0	1	1
0	0	0
7	46	53
9	51	60
0	8	8
12	13	25
51	187	238
1	18	19
0	184	184
0	18	18
0	1	1
0	1	1
467	1409	1876
0	1401	1401
0	177	177
2	51	53
2	7	9
0	2	2
0	21	21
0	27	27
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	2	2
0	0	0
0	0	0
0	1	1
0	1	1
0	2	2
0	1	1
0	1	1
0	2	2
0	0	0
0	2	2
0	0	0
0	1	1
0	1	1
0	0	0
0	79	79
0	79	79
0	79	79
0	70	70
0	0	0
0	70	70
0	0	0
0	1	1
0	0	0
0	15	15
7	651	658
0	3924	3924
0	3334	3334
88	15768	15856
0	3929	3929
0	4630	4630
0	4374	4374
0	4333	4333
0	5113	5113
0	5097	5097
1	5812	5813
0	4526	4526
0	900	900
1	3814	3815
0	2330	2330
0	2117	2117
6	15160	15166
0	4570	4570
0	2604	2604
0	269	269
0	1118	1118
0	401	401
0	397	397
0	443	443
0	316	316
0	225	225
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	2	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	12	12
3	11	14
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
9	0	9
0	0	0
0	11	11
0	69	69
0	61	61
0	2	2
0	0	0
0	0	0
0	58	58
0	0	0
0	0	0
0	0	0
1	0	1
0	1	1
0	2	2
0	5	5
0	3	3
0	5	5
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	181	181
0	13	13
0	39	39
0	235	235
0	231	231
0	21	21
0	29	29
1	130	131
1	230	231
0	15	15
0	232	232
0	134	134
0	11	11
0	24	24
2	8	10
1	3	4
0	1	1
0	3	3
0	0	0
0	9	9
1	21	22
5	12	17
0	224	224
0	169	169
4	93	97
14	85	99
0	90	90
0	41	41
0	3	3
0	0	0
12	0	12
0	0	0
0	0	0
2	28	30
0	22	22
0	22	22
0	5	5
0	5	5
0	4	4
8	2	10
0	0	0
0	0	0
0	0	0
0	0	0
1	4	5
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
14	0	14
0	0	0
1	0	1
120	101	221
0	74	74
0	41	41
0	32	32
0	5	5
0	7	7
0	0	0
0	1	1
2	38	40
0	477	477
3	478	481
0	215	215
0	10	10
2	225	227
191	233	424
3	213	216
0	7	7
0	3	3
0	56	56
0	2	2
0	9	9
0	1	1
5	1	6
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	56	56
0	0	0
1	0	1
1	0	1
55	274	329
0	26	26
1	9	10
0	5	5
2	2	4
0	17	17
2	2	4
0	5	5
0	4	4
0	8	8
1	12	13
0	0	0
16	2539	2555
0	2501	2501
0	1807	1807
0	2547	2547
0	6	6
2	17	19
0	28	28
1	15	16
2	19	21
0	1	1
73	8	81
0	0	0
0	1	1
0	0	0
0	0	0
0	3	3
2	1	3
0	3	3
0	204	204
0	206	206
0	206	206
0	210	210
0	129	129
0	127	127
0	119	119
0	204	204
0	201	201
0	196	196
0	202	202
0	205	205
0	202	202
0	208	208
0	206	206
0	205	205
0	207	207
0	208	208
0	197	197
0	69	69
0	133	133
0	130	130
1	55	56
1	46	47
0	117	117
9	45	54
0	82	82
1	99	100
0	5	5
0	2	2
0	1	1
0	3	3
0	52	52
0	3	3
0	2	2
0	1	1
0	0	0
0	5	5
0	1	1
0	0	0
0	31	31
0	0	0
0	20	20
0	278	278
0	667	667
0	667	667
0	16	16
0	16	16
1	38	39
0	57	57
10	116	126
0	643	643
0	639	639
0	630	630
0	663	663
0	233	233
1	473	474
0	447	447
1	428	429
0	17	17
0	2	2
0	397	397
5	5	10
0	1	1
0	3	3
0	378	378
0	2	2
0	0	0
20	333	353
0	29	29
0	0	0
1	1	2
0	0	0
0	3	3
0	3	3
0	3	3
0	3	3
0	4	4
0	4	4
0	4	4
0	4	4
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	81	81
0	82	82
1	0	1
0	1	1
0	0	0
0	0	0
1	0	1
1	817	818
0	11	11
107	880	987
0	24	24
1	8	9
0	50	50
0	4	4
0	30	30
0	392	392
0	398	398
1	7	8
0	763	763
5	18	23
0	0	0
0	43	43
0	17	17
0	112	112
0	114	114
0	109	109
0	38	38
0	39	39
0	110	110
0	10	10
0	0	0
0	35	35
1	5	6
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	5789	5789
0	5756	5756
0	5782	5782
0	5755	5755
13	2062	2075
0	5700	5700
1	5779	5780
0	147	147
0	61	61
0	58	58
0	2	2
0	4	4
0	8	8
0	8	8
0	8	8
0	8	8
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
6	0	6
1	275	276
1	276	277
0	2	2
0	1	1
13	279	292
0	1	1
0	4	4
1	47	48
0	50	50
0	50	50
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	92	94
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	6	6
0	2	2
0	14	14
0	1	1
0	42	42
4	85	89
1	50	51
0	2	2
1	20	21
2	2	4
1	7	8
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	0	0
0	2	2
0	2	2
0	2	2
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	78	79
0	34	34
0	3	3
0	16	16
0	15	15
1	6	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	7	7
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	1	10
107	97	204
4	1	5
0	74	74
1	61	62
0	4	4
0	3	3
4	2	6
0	1	1
1	6078	6079
3	0	3
0	2	2
0	1	1
0	1	1
0	0	0
0	3	3
0	12	12
0	0	0
0	8	8
0	2	2
2	7	9
0	0	0
0	9	9
0	8	8
0	5	5
0	9	9
0	8	8
0	5	5
0	3	3
0	9	9
0	6	6
0	8	8
0	6	6
0	3	3
0	32	32
0	7	7
0	9	9
0	10	10
0	10	10
0	1	1
0	9	9
0	33	33
0	49	49
0	45	45
0	40	40
0	39	39
0	34	34
0	43	43
0	48	48
0	30	30
0	44	44
0	38	38
0	40	40
0	5	5
0	6	6
0	24	24
0	24	24
0	19	19
0	14	14
0	24	24
0	8	8
0	8	8
0	3	3
0	5	5
7	9	16
0	8	8
0	2	2
0	8	8
0	6	6
0	8	8
0	8	8
0	7	7
0	10	10
0	5	5
0	9	9
0	9	9
0	8	8
0	8	8
0	17	17
0	15	15
0	15	15
0	14	14
0	3	3
0	2	2
0	6	6
0	7	7
0	3	3
0	4	4
0	29	29
0	3	3
0	24	24
0	25	25
0	26	26
0	28	28
0	28	28
0	28	28
0	28	28
0	25	25
0	25	25
0	3	3
0	25	25
0	25	25
0	25	25
0	7	7
2	5	7
0	1	1
12	14	26
0	449	449
0	560	560
0	10	10
2	561	563
0	10	10
0	544	544
0	0	0
0	0	0
0	0	0
0	0	0
0	11	11
1	7	8
0	8	8
0	11	11
0	11	11
0	8	8
0	8	8
0	9	9
0	0	0
0	0	0
0	0	0
2	0	2
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	19	19
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	105	105
31	44	75
2	27	29
0	64	64
0	94	94
1	31	32
0	77	77
0	13	13
59	86	145
1	6	7
0	13	13
0	2	2
0	1	1
2	5	7
0	0	0
0	0	0
4	15	19
0	1	1
0	1	1
0	0	0
1	2	3
0	0	0
0	1	1
0	14	14
0	0	0
0	0	0
0	12	12
0	0	0
0	13	13
0	0	0
0	1	1
4	19	23
0	20	20
0	1	1
10	10	20
0	1	1
1	0	1
0	0	0
1	2	3
0	69	69
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
206	2936	3142
9	2317	2326
1	711	712
0	287	287
9	660	669
0	504	504
0	449	449
0	0	0
0	7	7
0	11	11
0	62	62
0	4	4
4	26	30
0	61	61
0	1	1
0	1	1
0	1669	1669
0	8	8
0	30	30
0	22	22
0	27	27
0	0	0
0	0	0
0	5	5
0	5	5
0	1	1
0	5	5
3	9	12
0	0	0
2	6	8
3	11	14
0	2970	2970
7	3298	3305
4	280	284
0	200	200
1	195	196
40	3144	3184
3	3306	3309
0	2955	2955
0	2	2
0	91	91
0	5	5
0	40	40
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21	21
