unique_reads	ambig_reads	total_reads
0	0	0
0	0	0
0	6	6
0	2	2
0	0	0
0	4	4
0	6	6
0	79	79
0	0	0
0	0	0
0	2	2
0	0	0
0	1	1
0	2	2
0	3	3
0	1	1
0	3	3
0	6	6
0	35	35
0	2	2
0	0	0
0	2	2
0	6	6
0	0	0
0	0	0
0	1	1
0	0	0
0	86	86
0	5	5
0	6	6
0	6	6
0	1	1
0	0	0
0	0	0
0	0	0
0	2	2
0	2	2
0	21	21
0	0	0
0	0	0
0	0	0
0	3	3
0	4	4
0	3	3
0	1	1
0	0	0
0	3	3
0	35	35
0	0	0
0	1	1
0	0	0
0	0	0
0	42	42
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	6	6
0	4	4
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	4	4
0	1	1
0	23	23
0	0	0
0	1	1
0	0	0
0	2	2
0	36	36
0	5	5
0	1	1
0	1	1
0	1	1
0	4	4
0	0	0
0	0	0
0	0	0
0	2	2
0	2	2
0	2	2
0	0	0
0	0	0
0	2	2
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	40	40
0	47	47
0	2	2
0	4	4
0	1	1
0	6	6
0	1	1
0	2	2
0	1	1
0	86	86
0	0	0
0	0	0
0	1	1
0	0	0
0	5	5
0	2	2
0	1	1
0	3	3
0	6	6
0	6	6
0	4	4
0	0	0
0	0	0
0	1	1
0	0	0
0	3	3
0	5	5
0	5	5
0	15	15
0	4	4
0	0	0
0	6	6
0	6	6
0	0	0
0	9	9
0	0	0
0	0	0
0	13	13
0	0	0
0	0	0
0	0	0
0	4	4
0	2	2
0	1	1
0	0	0
0	4	4
0	0	0
0	5	5
0	4	4
0	4	4
0	4	4
0	6	6
0	4	4
0	5	5
1	8	9
0	7	7
0	6	6
0	5	5
0	5	5
0	7	7
0	11	11
0	6	6
0	4	4
0	7	7
0	9	9
0	4	4
0	5	5
0	4	4
0	7	7
0	4	4
0	6	6
0	10	10
0	4	4
0	4	4
0	4	4
0	6	6
0	4	4
0	7	7
0	7	7
0	12	12
0	7	7
0	5	5
0	5	5
0	1	1
0	2	2
0	5	5
0	11	11
0	11	11
0	36	36
0	37	37
0	20	20
0	30	30
0	22	22
0	0	0
0	0	0
0	0	0
7	64	71
0	27	27
0	8	8
0	110	110
0	108	108
0	106	106
0	108	108
0	56	56
0	60	60
0	35	35
0	25	25
0	7	7
0	0	0
0	6	6
0	1	1
0	0	0
0	2	2
0	0	0
0	1	1
0	2	2
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	6	6
0	2	2
0	0	0
0	0	0
0	0	0
0	1	1
0	6	6
0	0	0
0	0	0
0	3	3
0	52	52
0	4	4
0	2	2
0	13	13
0	4	4
0	11	11
0	162	162
0	86	86
0	50	50
0	37	37
0	41	41
0	18	18
0	7	7
0	23	23
0	21	21
0	7	7
0	4	4
0	6	6
0	8	8
0	6	6
0	1	1
0	10	10
0	1	1
0	0	0
0	0	0
0	2	2
0	6	6
2	234	236
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	6	6
0	6	6
0	70	70
0	22	22
0	0	0
0	15	15
0	0	0
0	2	2
0	0	0
0	0	0
0	8	8
0	2	2
0	0	0
0	9	9
0	50	50
0	50	50
0	3	3
0	9	9
0	5	5
0	60	60
0	58	58
43	3755	3798
0	323	323
0	129	129
0	74	74
0	76	76
0	32	32
0	11	11
0	6	6
0	2	2
0	1	1
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	6	6
0	1	1
0	1	1
0	5	5
0	5	5
0	2	2
0	1	1
0	4	4
2	5	7
0	2	2
0	5	5
0	2	2
0	2	2
0	2	2
0	1	1
0	1	1
0	2	2
0	2	2
0	1	1
0	100	100
0	100	100
0	102	102
0	101	101
0	100	100
0	100	100
0	102	102
0	102	102
0	101	101
0	99	99
0	43	43
0	26	26
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	2	2
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
2	5	7
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	20	20
0	20	20
4	43	47
0	5	5
0	25	25
0	5	5
0	42	42
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
4	4309	4313
20	13401	13421
8	48278	48286
0	66	66
31	38425	38456
1	4041	4042
24	36231	36255
2	3343	3345
0	0	0
0	0	0
0	3	3
0	5	5
0	1	1
0	11	11
0	3	3
0	5	5
0	2	2
0	4	4
0	4	4
0	4	4
0	4	4
0	19	19
0	4	4
0	4	4
0	1	1
0	2	2
0	4	4
0	12	12
0	4	4
0	3	3
0	4	4
0	4	4
3	4	7
0	4	4
0	4	4
0	4	4
0	4	4
0	4	4
0	4	4
0	4	4
0	12	12
0	3	3
0	3	3
0	3	3
0	1	1
0	17	17
0	10	10
0	0	0
0	180	180
0	12	12
0	0	0
0	0	0
0	14	14
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	5	5
0	183	183
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	94	94
0	70	70
0	16	16
0	18	18
0	0	0
0	71	71
0	16	16
0	2	2
0	18	18
0	12	12
0	115	115
0	115	115
0	105	105
2	9	11
0	2	2
0	73	73
0	28	28
0	0	0
7	108	115
1	3	4
0	102	102
0	593	593
0	0	0
0	109	109
0	104	104
0	90	90
0	84	84
0	3	3
3	91	94
0	36	36
0	26	26
0	27	27
0	16	16
0	106	106
0	107	107
0	93	93
0	22	22
0	104	104
0	105	105
0	0	0
0	22	22
0	79	79
0	75	75
0	22	22
0	18	18
0	110	110
0	81	81
0	84	84
0	20	20
0	100	100
0	3	3
0	3	3
0	100	100
0	80	80
0	97	97
0	0	0
0	20	20
0	80	80
0	20	20
0	97	97
0	80	80
0	34	34
0	3	3
0	84	84
0	592	592
0	3	3
0	93	93
0	0	0
0	85	85
0	3	3
0	3	3
0	94	94
0	1	1
0	16	16
0	65	65
0	86	86
0	3	3
0	5	5
0	86	86
0	0	0
0	3	3
0	13	13
0	12	12
0	0	0
0	15	15
0	0	0
0	3	3
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	9	9
0	17	17
0	0	0
0	28	28
0	26	26
0	3	3
0	4	4
0	2	2
0	4	4
0	6	6
0	3	3
0	7	7
0	2	2
0	3	3
0	3	3
0	6	6
0	3	3
0	7	7
0	2	2
0	6	6
0	2	2
0	3	3
0	2	2
0	2	2
0	2	2
0	3	3
0	3	3
0	1	1
0	1	1
0	1	1
0	1	1
0	2	2
0	1	1
0	1	1
0	5	5
0	0	0
0	1	1
0	0	0
0	5	5
0	2	2
0	0	0
0	0	0
0	0	0
0	2	2
1	3	4
0	0	0
0	0	0
0	0	0
0	2	2
0	4	4
0	5	5
0	6	6
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	2	2
0	5	5
0	4	4
0	4	4
0	2	2
0	2	2
0	3	3
0	2	2
0	0	0
1	6	7
0	0	0
0	1	1
0	1	1
0	2	2
0	2	2
13	0	13
0	1	1
2	4	6
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	3	3
5	7	12
0	4	4
0	0	0
1	5	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	176	176
0	189	189
0	0	0
0	185	185
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	189	189
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
33	1096	1129
2	270	272
15	1021	1036
0	0	0
0	64	64
77	26	103
26	1	27
0	0	0
0	1	1
0	0	0
6	8	14
0	3	3
0	5	5
0	0	0
0	0	0
0	3	3
0	2	2
0	3	3
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
2	1	3
0	1415	1415
0	284	284
27	1416	1443
0	0	0
0	12	12
0	0	0
0	2303	2303
0	2304	2304
0	2302	2302
0	2302	2302
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
1	2257	2258
0	2178	2178
0	54	54
0	9	9
0	21	21
0	54	54
0	54	54
0	51	51
0	27	27
0	44	44
0	47	47
0	44	44
0	54	54
0	65	65
0	50	50
0	65	65
0	17	17
0	54	54
0	52	52
0	8	8
0	62	62
0	62	62
0	32	32
0	35	35
0	8	8
0	38	38
0	16	16
0	58	58
0	55	55
0	40	40
0	49	49
0	51	51
0	58	58
0	58	58
0	60	60
0	31	31
0	62	62
0	39	39
0	50	50
0	59	59
0	29	29
0	32	32
0	24	24
0	32	32
0	11	11
0	28	28
0	16	16
0	39	39
0	11	11
0	12	12
0	32	32
0	13	13
0	30	30
0	14	14
0	7	7
0	12	12
0	28	28
0	0	0
0	0	0
0	1	1
0	7	7
0	7	7
10	7	17
0	6	6
0	7	7
0	7	7
0	1	1
0	4	4
0	4	4
0	4	4
0	0	0
0	1	1
0	0	0
0	0	0
0	111	111
0	112	112
0	113	113
0	114	114
5	69	74
0	111	111
0	99	99
0	0	0
0	5	5
0	3	3
0	2	2
0	2	2
0	1	1
0	2	2
0	2	2
0	1	1
0	0	0
0	0	0
0	2	2
1	14	15
0	9	9
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	1	3
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
13	4	17
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	346	346
0	341	341
0	337	337
0	274	274
0	252	252
0	5	5
0	8	8
188	844	1032
0	1	1
0	0	0
17	3	20
0	0	0
0	1	1
1	13	14
1	1106	1107
0	1114	1114
1	1117	1118
0	231	231
0	440	440
0	31	31
0	82	82
0	2	2
0	41	41
0	21	21
0	8	8
0	6	6
0	12	12
0	16	16
1	24	25
0	0	0
0	12	12
0	21	21
0	22	22
1	0	1
0	0	0
0	1	1
0	0	0
0	13	13
0	0	0
0	13	13
0	13	13
0	0	0
0	13	13
0	0	0
0	0	0
0	39	39
0	39	39
0	22	22
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	4	5
0	0	0
0	0	0
0	0	0
620	95	715
0	18	18
0	4	4
0	31	31
0	1	1
2	59	61
0	50	50
0	288	288
0	1112	1112
0	1119	1119
0	487	487
0	128	128
1	1079	1080
0	1113	1113
0	471	471
4	359	363
4	247	251
0	362	362
0	1106	1106
0	895	895
0	328	328
0	860	860
0	900	900
0	9	9
0	3	3
0	2	2
0	92	92
0	4	4
0	7	7
0	6	6
0	5	5
0	2	2
0	29	29
0	0	0
0	0	0
0	26	26
0	22	22
0	14	14
0	17	17
0	28	28
0	25	25
0	3	3
0	12	12
0	4	4
0	201	201
1	195	196
16	159	175
0	29	29
0	22	22
0	16	16
0	20	20
0	17	17
0	14	14
0	4	4
0	4	4
0	11	11
0	0	0
0	0	0
0	3	3
47	38	85
0	2	2
0	1	1
0	117	117
0	117	117
0	3	3
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	253	253
0	278	278
0	278	278
0	257	257
0	279	279
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
69	5172	5241
1	5133	5134
13	4944	4957
7	5163	5170
0	24	24
0	13	13
0	1	1
0	216	216
19	378	397
0	200	200
2	128	130
83	470	553
0	228	228
0	407	407
0	237	237
0	8	8
0	68	68
0	2	2
0	1	1
0	2	2
0	1	1
0	74	74
0	0	0
0	19	19
0	2	2
0	3	3
0	658	658
0	625	625
1	679	680
0	685	685
0	570	570
0	678	678
0	640	640
0	594	594
0	299	299
0	606	606
0	629	629
0	3	3
0	642	642
0	621	621
0	533	533
0	539	539
0	488	488
0	343	343
4697	1263	5960
0	603	603
12	1169	1181
1	47	48
3	602	605
0	393	393
0	0	0
0	1	1
18	128	146
0	19	19
0	19	19
0	19	19
0	0	0
0	0	0
0	0	0
6	6	12
0	17	17
0	10	10
0	27	27
0	15	15
0	8	8
0	5	5
0	4	4
0	5	5
0	5	5
0	4	4
0	10	10
0	5	5
0	11	11
0	5	5
0	4	4
0	11	11
0	21	21
0	6	6
0	10	10
0	4	4
0	5	5
0	21	21
0	5	5
0	10	10
0	4	4
0	6	6
0	4	4
0	21	21
0	10	10
0	1	1
0	1	1
0	16	16
0	2	2
0	2	2
0	13	13
0	1	1
0	5	5
0	16	16
0	15	15
0	15	15
0	0	0
0	5	5
0	1	1
0	0	0
0	3	3
0	120	120
8	142	150
0	3	3
15	42	57
0	0	0
0	4	4
2	233	235
0	195	195
6	222	228
0	1	1
6	103	109
6	84	90
0	10	10
0	13	13
0	13	13
1	9	10
0	8	8
0	8	8
0	1	1
0	204	204
0	150	150
0	201	201
0	156	156
0	186	186
0	0	0
0	3	3
0	7	7
22	0	22
33	0	33
3	0	3
718	353	1071
1	273	274
0	78	78
456	69	525
0	1	1
21	2	23
0	0	0
77	1	78
8	20	28
1	20	21
6	1	7
59	2	61
4	151	155
0	153	153
0	153	153
0	153	153
0	153	153
0	153	153
0	152	152
3	23	26
0	1	1
0	117	117
0	0	0
0	64	64
3	24	27
3	18	21
0	0	0
0	151	151
0	1	1
0	0	0
0	149	149
0	94	94
0	0	0
0	0	0
0	147	147
0	0	0
0	0	0
0	0	0
0	2	2
0	5	5
0	4	4
3	143	146
0	53	53
0	39	39
0	1	1
0	41	41
0	12	12
0	42	42
0	15	15
0	8	8
0	7	7
0	10	10
0	3	3
5	6	11
1	2625	2626
0	2559	2559
0	2453	2453
0	2120	2120
0	1898	1898
0	697	697
0	694	694
0	693	693
0	1784	1784
0	59	59
0	67	67
0	82	82
0	2	2
0	179	179
2	520	522
0	501	501
0	28	28
5	79	84
3	2	5
0	6	6
0	33	33
0	34	34
0	34	34
1	19	20
0	2	2
0	37	37
0	34	34
0	32	32
0	34	34
0	28	28
0	32	32
0	0	0
0	0	0
0	32	32
0	19	19
0	16	16
0	7	7
0	7	7
0	15	15
0	15	15
0	12	12
0	15	15
0	13	13
0	7	7
0	7	7
0	13	13
0	13	13
0	14	14
0	6	6
0	12	12
0	12	12
0	12	12
0	12	12
0	12	12
0	7	7
0	88	88
0	89	89
0	89	89
0	28	28
1	1694	1695
0	1039	1039
0	57	57
0	321	321
1	1121	1122
0	1260	1260
0	1412	1412
0	1469	1469
1	1458	1459
0	1443	1443
0	5	5
0	3	3
0	1	1
0	1	1
0	19	19
0	0	0
0	4	4
0	19	19
0	31	31
17	670	687
14	54	68
2	41	43
3	54	57
142	900	1042
0	7	7
0	2	2
0	2	2
0	13	13
43	13	56
0	0	0
0	172	172
4	10	14
0	89	89
0	90	90
0	23	23
0	1	1
0	417	417
0	411	411
2	409	411
0	93	93
0	0	0
0	2	2
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	1	1
1	6	7
0	8	8
0	8	8
1	5	6
0	1	1
0	9	9
0	17	17
0	0	0
0	873	873
0	897	897
0	902	902
0	887	887
0	862	862
0	888	888
0	861	861
0	829	829
0	880	880
0	863	863
0	554	554
0	834	834
0	852	852
2	771	773
0	768	768
1	717	718
0	699	699
0	611	611
0	557	557
0	498	498
1	503	504
0	455	455
0	252	252
0	137	137
0	2	2
25	4	29
0	5	5
0	3	3
0	6	6
0	11	11
1	0	1
0	1	1
0	1	1
0	2	2
0	1	1
0	1	1
0	0	0
0	1	1
0	2	2
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
1	1	2
3	0	3
0	1	1
0	1	1
2	1	3
0	0	0
60	200	260
20	191	211
0	9	9
0	12	12
0	3	3
0	0	0
0	2	2
0	1	1
0	2	2
0	1	1
0	0	0
7	0	7
0	0	0
0	0	0
6	1	7
0	0	0
0	4	4
0	0	0
0	5	5
0	0	0
2	0	2
0	0	0
0	17	17
0	0	0
0	4	4
0	18	18
0	4	4
0	0	0
0	14	14
0	12	12
0	0	0
0	0	0
0	15	15
0	0	0
0	0	0
2	1	3
0	0	0
0	0	0
0	0	0
0	6	6
0	5	5
0	0	0
0	5	5
0	5	5
0	5	5
0	5	5
0	4	4
0	3	3
0	0	0
0	0	0
0	0	0
54	141	195
0	1	1
0	3	3
0	2	2
0	2	2
0	1	1
0	136	136
1	0	1
0	38	38
0	0	0
0	2	2
0	0	0
0	1	1
0	0	0
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	95	95
0	3	3
0	20	20
0	85	85
0	0	0
0	0	0
0	0	0
4	2	6
13	1	14
0	0	0
0	169	169
3	160	163
0	327	327
0	606	606
0	109	109
11	121	132
0	593	593
1	1647	1648
0	1636	1636
18	1639	1657
0	1538	1538
4	193	197
7	165	172
0	2	2
8	0	8
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
70	8	78
0	0	0
0	1	1
0	1	1
0	0	0
0	8	8
0	6	6
0	3	3
0	3	3
0	8	8
0	7	7
0	0	0
0	4	4
0	2	2
0	6	6
0	7	7
0	7	7
0	8	8
0	14	14
1	13	14
0	5	5
0	5	5
0	2	2
0	2	2
3	14	17
3	12	15
1	15	16
0	0	0
10	3	13
0	0	0
0	3	3
0	10	10
4	17	21
0	0	0
2	14	16
1	0	1
15	250	265
0	0	0
2	1	3
0	2	2
0	1112	1112
0	13	13
0	1233	1233
0	267	267
4	4	8
2	1119	1121
1	22	23
3	682	685
1	16	17
0	269	269
0	273	273
0	183	183
0	234	234
0	19	19
1	0	1
0	0	0
0	2	2
0	13	13
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	188	188
0	186	186
0	14	14
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	2	2
0	1	1
0	1	1
0	1	1
0	0	0
0	30	30
1	30	31
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	9	9
0	8	8
0	350	350
0	348	348
0	350	350
0	345	345
0	18	18
0	346	346
0	11	11
0	11	11
0	8	8
0	6	6
0	339	339
0	6	6
0	270	270
0	2	2
0	3	3
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	12	13
0	0	0
0	14	14
0	12	12
0	12	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	0	0
0	1	1
0	0	0
0	0	0
0	5	5
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	2	2
0	2	2
0	2	2
0	0	0
0	0	0
0	10	10
0	0	0
70	56	126
0	54	54
0	52	52
0	1	1
0	1	1
0	1	1
1	40	41
1	0	1
10	34	44
0	34	34
0	16	16
0	2	2
0	1	1
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	1	1
0	4	4
1	6	7
0	5	5
0	5	5
0	7	7
0	4	4
0	5	5
0	4	4
0	3	3
0	5	5
0	4	4
1	207	208
0	205	205
26	412	438
3	407	410
6	4	10
0	12	12
0	0	0
0	0	0
0	1	1
0	6	6
0	9	9
7	3	10
0	55	55
0	50	50
0	5	5
0	4	4
0	6	6
0	56	56
4	2	6
0	57	57
0	4	4
0	5	5
0	53	53
0	1	1
0	1	1
0	4	4
0	2	2
0	0	0
0	0	0
0	1	1
0	18	18
0	196	196
0	32	32
0	177	177
0	199	199
0	7	7
0	290	290
0	148	148
0	16	16
0	213	213
0	20	20
0	253	253
0	158	158
