unique_reads	ambig_reads	total_reads
0	23	23
0	21	21
0	6	6
0	9	9
0	467	467
1	15	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	2	2
0	0	0
0	58	58
0	258	258
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
25	4	29
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	18	19
0	69	69
0	0	0
0	0	0
0	2	2
0	0	0
1	7	8
0	2	2
0	2	2
0	2	2
0	1	1
0	2	2
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
3	0	3
0	0	0
0	0	0
0	106	106
0	107	107
0	52	52
0	3	3
0	2	2
0	1	1
1	0	1
1	7	8
0	6	6
0	0	0
0	2	2
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	7	7
0	0	0
7	4	11
0	0	0
0	0	0
0	0	0
0	0	0
4	120	124
0	1	1
2	120	122
0	1	1
0	4	4
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	1	1
1	15	16
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	2	2
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	5	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	297	299
0	27	27
0	12	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
69	54	123
2	46	48
0	0	0
0	0	0
0	0	0
1	0	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	22	22
4	46	50
0	1	1
0	1	1
0	3	3
0	3	3
332	6	338
0	3	3
0	1	1
2	670	672
0	0	0
0	15	15
0	40	40
0	43	43
0	39	39
0	39	39
0	40	40
0	38	38
0	20	20
0	21	21
0	18	18
0	8	8
0	1	1
0	0	0
1	4	5
4	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
47	5	52
0	0	0
0	0	0
2	0	2
16	239	255
1	280	281
0	340	340
1	330	331
0	337	337
0	239	239
0	238	238
0	234	234
1	244	245
3	0	3
0	0	0
0	17	17
6	20	26
0	0	0
0	4	4
0	0	0
0	3	3
1	0	1
5	0	5
0	1	1
0	0	0
0	1	1
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
2	1	3
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	815	815
0	272	272
0	815	815
0	797	797
9	814	823
0	805	805
0	33	33
2	8	10
0	6	6
0	11	11
0	8	8
0	212	212
0	795	795
0	18	18
0	21	21
0	47	47
0	20	20
0	813	813
0	750	750
2	3	5
0	3	3
0	6	6
3	649	652
0	6	6
4	120	124
0	1	1
0	11	11
0	1	1
1	0	1
0	0	0
0	272	272
1	2617	2618
0	1217	1217
0	2584	2584
0	1164	1164
3	95	98
1	12	13
0	0	0
2	14	16
2	11	13
0	17	17
99	1343	1442
4	483	487
0	0	0
0	15	15
1	18	19
0	16	16
0	0	0
0	0	0
0	0	0
1050	8524	9574
0	9	9
1	133	134
0	0	0
0	66	66
0	2331	2331
54	2332	2386
0	54	54
0	1	1
2	30	32
0	1505	1505
177	5	182
0	2	2
1	0	1
5	2	7
2	134	136
1	529	530
0	54	54
174	3783	3957
1	3570	3571
4	114	118
1	184	185
1	113	114
0	3	3
0	2	2
2	18	20
0	208	208
13	208	221
0	62	62
0	177	177
0	13	13
1	2	3
0	16	16
1	0	1
2	2	4
1	0	1
0	1	1
1	1	2
0	0	0
1	114	115
0	110	110
2	85	87
0	43	43
0	10	10
0	6	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	13	13
0	9	9
0	7	7
1	596	597
0	616	616
823	188	1011
5	25	30
0	166	166
0	4	4
7	3	10
0	541	541
0	535	535
9	23	32
0	4	4
0	3	3
0	14	14
0	18	18
0	9	9
2	7	9
0	341	341
0	2	2
2	37	39
0	0	0
19	43	62
0	0	0
0	294	294
3	168	171
13	119	132
0	227	227
1	2	3
0	0	0
0	0	0
1	4	5
0	0	0
0	0	0
395	3	398
2	3	5
6	4	10
38	0	38
0	4	4
2	0	2
0	0	0
885	188	1073
3	142	145
0	9	9
0	0	0
165	20	185
0	15	15
0	5	5
7	2948	2955
0	0	0
0	24	24
7	24	31
0	0	0
0	107	107
0	100	100
18	39	57
9	28	37
0	27	27
0	25	25
0	27	27
22	102	124
0	95	95
0	31	31
0	29	29
0	1	1
0	4	4
0	4	4
4	0	4
0	1	1
18	7	25
17	10	27
0	5	5
0	2	2
0	0	0
0	0	0
0	0	0
11	1	12
9	4	13
0	3	3
0	255	255
0	0	0
13	1276	1289
1	1129	1130
0	69	69
0	68	68
0	439	439
0	44	44
0	4	4
0	1	1
0	0	0
0	141	141
0	1155	1155
0	24	24
0	20	20
0	15	15
0	141	141
7	142	149
0	0	0
0	0	0
0	0	0
0	1	1
0	20	20
0	5	5
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
1	0	1
0	0	0
0	0	0
0	0	0
0	355	355
0	343	343
0	357	357
0	356	356
0	6	6
0	273	273
0	357	357
0	355	355
0	3	3
0	335	335
0	1	1
1	23	24
2	4	6
0	4	4
27	918	945
6	862	868
4	271	275
2	25	27
0	1	1
0	43	43
8	44	52
15	64	79
1576	1381	2957
5	1158	1163
1	258	259
0	426	426
0	14	14
1	16	17
0	12	12
0	4	4
0	6	6
0	0	0
0	7	7
32	212	244
1	148	149
0	29	29
0	62	62
0	192	192
0	69	69
0	163	163
0	199	199
0	199	199
0	29	29
0	191	191
0	191	191
0	185	185
0	183	183
35	154	189
0	30	30
0	78	78
0	74	74
0	70	70
0	74	74
0	43	43
0	72	72
0	58	58
0	5	5
0	47	47
0	49	49
4	33	37
8	42	50
3	23	26
0	28	28
0	0	0
0	0	0
0	0	0
2	2	4
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
1	2	3
9	13	22
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	3	3
0	3	3
0	0	0
0	0	0
2	15	17
4	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	2	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	1	1
0	1	1
0	0	0
0	0	0
765	34	799
0	20	20
1	0	1
0	2	2
0	1654	1654
0	1596	1596
10	1671	1681
0	13	13
0	25	25
0	36	36
0	49	49
0	1	1
0	2	2
0	2	2
0	1	1
0	1	1
0	1	1
0	2	2
0	0	0
0	1	1
0	1	1
0	2	2
0	2	2
0	1	1
0	0	0
0	1	1
1	0	1
0	1	1
28	64	92
2140	198	2338
4	107	111
7	85	92
4	24	28
0	9	9
1	925	926
0	11	11
0	980	980
0	975	975
1	25	26
0	0	0
0	195	195
0	9	9
0	1	1
0	1	1
0	1	1
0	0	0
74	2814	2888
3	2735	2738
5	1006	1011
5	1630	1635
0	103	103
0	38	38
0	10	10
24	403	427
1	5	6
21	5	26
0	42	42
0	28	28
106	109	215
0	8	8
0	52	52
0	0	0
0	0	0
0	4	4
1	2	3
0	2	2
0	0	0
0	0	0
0	5	5
0	0	0
0	0	0
0	266	266
0	323	323
1	189	190
0	199	199
2	556	558
0	59	59
1	0	1
0	3	3
6	31	37
0	4	4
0	342	342
136	2159	2295
19	1924	1943
1	3	4
1	10	11
0	988	988
2	839	841
1	926	927
0	674	674
0	998	998
0	979	979
0	991	991
1	9	10
0	7	7
0	6	6
2	8	10
0	1	1
0	1	1
1	4	5
2	11	13
2	0	2
6	0	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	0	18
0	0	0
0	0	0
0	0	0
0	0	0
0	15	15
0	25	25
2	0	2
1	25	26
13	107	120
0	0	0
1	1	2
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	12	12
0	586	586
0	520	520
0	519	519
10	701	711
2	90	92
0	697	697
0	81	81
190	1	191
3	1	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	4	4
0	3210	3210
5	3236	3241
0	3236	3236
3	3176	3179
0	3052	3052
0	1709	1709
0	257	257
0	54	54
0	14	14
0	6	6
0	6	6
0	29	29
0	1	1
0	15	15
0	8	8
0	15	15
0	10	10
0	3	3
0	1	1
0	3	3
0	3	3
0	4	4
0	18	18
0	0	0
0	0	0
0	19	19
0	12	12
0	9	9
0	14	14
0	13	13
1	13	14
1	4	5
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
5	0	5
14	2	16
0	525	525
0	532	532
0	534	534
0	533	533
3	535	538
0	533	533
0	533	533
0	425	425
2	0	2
2	401	403
66	59	125
11	59	70
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
9	1	10
0	0	0
0	0	0
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	120	129
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7	7
0	0	0
0	0	0
0	7	7
0	12	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	80	80
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	19	19
0	18	18
0	18	18
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	5	5
0	5	5
0	6	6
0	5	5
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	4	4
1	3	4
0	3	3
0	4	4
0	3	3
0	3	3
0	3	3
0	3	3
0	4	4
1	0	1
0	0	0
0	0	0
2	1	3
0	4	4
0	8	8
0	10	10
0	3	3
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
206	34	240
0	16	16
9	20	29
0	0	0
1	2	3
0	11	11
0	3	3
0	65	65
237	0	237
0	2	2
0	1	1
2	100	102
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	176	176
0	144	144
33	69	102
0	24	24
0	23	23
0	5	5
0	6	6
0	71	71
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
2	2	4
3	3	6
1	37	38
0	36	36
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
1	0	1
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	142	142
0	19	19
0	4203	4203
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	3	9
185	13	198
0	0	0
0	6	6
0	0	0
0	3	3
0	3	3
0	2	2
0	1	1
1	830	831
0	0	0
0	0	0
5	0	5
0	0	0
0	0	0
0	0	0
0	193	193
0	0	0
0	0	0
0	0	0
0	0	0
0	44	44
0	101	101
0	185	185
0	262	262
0	140	140
0	127	127
0	138	138
0	247	247
0	253	253
0	246	246
0	75	75
34	243	277
0	190	190
0	109	109
1	25	26
5	93	98
0	42	42
0	43	43
6	15	21
0	7	7
0	93	93
0	0	0
14	8	22
5	88	93
0	129	129
14	6	20
0	31	31
0	83	83
0	122	122
0	117	117
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	512	512
0	0	0
0	0	0
0	0	0
6	1	7
0	0	0
0	0	0
0	0	0
0	0	0
1	11	12
0	0	0
0	510	510
0	513	513
0	511	511
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	512	512
0	0	0
0	0	0
0	1	1
0	512	512
0	0	0
0	515	515
0	0	0
0	0	0
0	514	514
0	0	0
0	0	0
0	0	0
0	0	0
0	512	512
0	0	0
0	0	0
0	515	515
0	512	512
0	0	0
0	0	0
0	2	2
0	510	510
0	513	513
0	0	0
0	514	514
0	0	0
0	0	0
0	0	0
0	514	514
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	513	513
0	512	512
0	0	0
0	513	513
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	1	1
0	12	12
0	13	13
0	5	5
1	3	4
0	4	4
0	2	2
0	0	0
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
3	6	9
0	12	12
0	12	12
0	0	0
0	0	0
0	6	6
0	8	8
1	98	99
0	12	12
0	16	16
0	210	210
0	15	15
0	4	4
0	97	97
0	207	207
0	147	147
0	40	40
0	145	145
0	102	102
0	53	53
0	180	180
0	0	0
0	0	0
0	86	86
0	73	73
3	0	3
0	0	0
0	0	0
0	79	79
0	64	64
1	0	1
0	0	0
0	0	0
0	8	8
0	123	123
40	124	164
0	104	104
10	103	113
0	99	99
0	102	102
1	2	3
0	4	4
0	2	2
0	18	18
0	5	5
0	18	18
0	16	16
0	18	18
0	0	0
0	0	0
0	0	0
4	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	118	122
0	1	1
0	1	1
1	15	16
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
2	54	56
0	1	1
0	3	3
1	91	92
1	1	2
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	33	33
0	1	1
0	3	3
0	1	1
0	0	0
0	0	0
0	2	2
0	3	3
0	3	3
0	32	32
0	2	2
0	0	0
1	0	1
0	0	0
1	7	8
0	13	13
0	13	13
0	10	10
0	4	4
0	4	4
0	4	4
0	4	4
0	4	4
0	4	4
1	34	35
0	5	5
0	4	4
0	4	4
0	4	4
0	4	4
0	2	2
0	3	3
0	1	1
0	3	3
6	1	7
0	3	3
0	0	0
0	2	2
0	2	2
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	3	3
0	1	1
1	3	4
0	2	2
0	2	2
0	3	3
0	2	2
0	1	1
0	0	0
15	24	39
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	315	315
0	335	335
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	602	602
2	35	37
1	613	614
0	96	96
0	17	17
0	0	0
0	15	15
2	29	31
0	8	8
0	28	28
37	24	61
23	1	24
0	213	213
0	231	231
0	238	238
0	332	332
0	327	327
0	214	214
3	122	125
0	1	1
1	0	1
1	2	3
0	1	1
0	126	126
0	44	44
1	30	31
0	8	8
1	5	6
0	4	4
0	0	0
0	3	3
0	6	6
2	0	2
0	0	0
0	0	0
2	16	18
0	0	0
0	1	1
297	207	504
7355	395	7750
5	0	5
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	79	79
0	15	15
3	444	447
407	415	822
10	34	44
0	76	76
0	81	81
0	74	74
0	17	17
1	32	33
0	75	75
0	42	42
0	43	43
0	43	43
0	0	0
3	1	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14	35	49
2	2	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21	21
0	9	9
0	0	0
0	1	1
0	18	18
1	1	2
0	0	0
12	5	17
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
8	10	18
7	1	8
4	10	14
1	9	10
8	34	42
1	472	473
0	15	15
0	466	466
0	8	8
1	4	5
0	2	2
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
9	0	9
0	0	0
0	7	7
0	0	0
0	1	1
1	1	2
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
0	1	1
0	7	7
0	0	0
0	2	2
0	9	9
0	12	12
0	11	11
0	10	10
0	10	10
0	11	11
0	10	10
0	10	10
0	7	7
0	8	8
0	7	7
0	8	8
0	9	9
0	7	7
0	7	7
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	0	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
1	0	1
0	0	0
0	25	25
0	107	107
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
0	9	9
43	13824	13867
0	13899	13899
0	12973	12973
0	13889	13889
0	13661	13661
0	9896	9896
0	13805	13805
0	13546	13546
0	12916	12916
0	13860	13860
0	12939	12939
0	12956	12956
0	12977	12977
0	13819	13819
0	12977	12977
0	13762	13762
41	13870	13911
0	13692	13692
0	13799	13799
0	13808	13808
15	12663	12678
0	13146	13146
0	12853	12853
0	12824	12824
0	12595	12595
1	12683	12684
0	12516	12516
0	12829	12829
0	12327	12327
0	12638	12638
0	12596	12596
0	12970	12970
0	12549	12549
0	12418	12418
10	10568	10578
0	12993	12993
0	12902	12902
0	12831	12831
20	12619	12639
0	10249	10249
0	13730	13730
0	13253	13253
0	12688	12688
0	13522	13522
0	13813	13813
0	13477	13477
0	13793	13793
0	12618	12618
0	12580	12580
0	12269	12269
0	9657	9657
0	12480	12480
0	12435	12435
0	8	8
0	12621	12621
0	35	35
0	1537	1537
8	1411	1419
7	1536	1543
1	65	66
0	9	9
1	64	65
165	58	223
19	261	280
13	32	45
0	116	116
0	14	14
0	187	187
0	19	19
61	14	75
0	2	2
0	2	2
0	0	0
0	0	0
0	4	4
1	4	5
0	2	2
0	6	6
0	8	8
0	3	3
0	2	2
0	0	0
0	0	0
1	3	4
0	515	515
0	534	534
1	528	529
0	15	15
0	54	54
19	534	553
1	534	535
2	15	17
0	9	9
0	3	3
1	0	1
6	4	10
0	2	2
0	1	1
0	1	1
1	4	5
57	7	64
1	0	1
0	0	0
0	0	0
3	5	8
0	0	0
0	0	0
1	8	9
0	12	12
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	5	11
0	784	784
0	783	783
2	746	748
0	0	0
0	740	740
1	1	2
0	0	0
0	5	5
1	7	8
0	1	1
7	4	11
344	31	375
25	22	47
3	4	7
2	39	41
0	3	3
0	0	0
2	0	2
3	2	5
0	4	4
0	7	7
7	965	972
0	11	11
0	0	0
0	1	1
0	1	1
0	1	1
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	235	235
0	222	222
0	227	227
0	227	227
3	219	222
0	4	4
0	0	0
0	71	71
0	69	69
2	1	3
0	67	67
0	151	151
0	137	137
0	151	151
0	151	151
0	144	144
0	151	151
0	151	151
0	151	151
0	150	150
0	139	139
0	139	139
0	140	140
0	143	143
1	138	139
0	151	151
0	149	149
0	150	150
0	150	150
1	146	147
0	143	143
0	140	140
0	96	96
0	64	64
0	0	0
0	0	0
0	0	0
0	0	0
0	9	9
0	9	9
0	3	3
0	0	0
0	0	0
0	5	5
0	3	3
4	1	5
0	2	2
0	1	1
0	2	2
0	2	2
0	2	2
0	2	2
0	5	5
0	1	1
0	0	0
0	1	1
0	0	0
0	2	2
0	2	2
0	0	0
0	1	1
0	2	2
0	3	3
0	1	1
0	0	0
1	1	2
1	0	1
1	0	1
39	0	39
0	0	0
2	0	2
0	11	11
1	13	14
0	19	19
0	2061	2061
1	19	20
0	275	275
0	2062	2062
2	2075	2077
3	17	20
4	14	18
2	73	75
0	1	1
0	2	2
0	15	15
0	15	15
0	1	1
1	16	17
1	0	1
0	0	0
0	0	0
0	0	0
2	124	126
0	0	0
5	27	32
59	26	85
0	785	785
0	14	14
1	18	19
0	761	761
0	282	282
1	47	48
2	34	36
0	3	3
0	9	9
0	26	26
0	9	9
0	0	0
1	6	7
0	0	0
0	0	0
0	3	3
0	3	3
0	0	0
0	0	0
0	23	23
0	30	30
0	30	30
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	30	38
0	0	0
0	1	1
3	1	4
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	14	14
0	5	5
0	5	5
0	5	5
0	8	8
0	10	10
0	10	10
0	14	14
0	8	8
0	6	6
0	12	12
0	13	13
0	8	8
0	0	0
0	14	14
0	12	12
0	10	10
0	13	13
0	13	13
0	13	13
0	8	8
0	6	6
0	12	12
0	13	13
0	13	13
0	12	12
0	11	11
0	13	13
0	12	12
0	12	12
0	13	13
0	13	13
0	12	12
2	2	4
0	13	13
0	8	8
0	9	9
0	11	11
0	6	6
0	10	10
0	0	0
0	1	1
0	5	5
0	0	0
1	12	13
0	3	3
0	7	7
0	0	0
0	5	5
0	0	0
0	5	5
1	5	6
0	0	0
0	317	317
6	4	10
18	11	29
0	8	8
0	1	1
1	0	1
0	2	2
0	0	0
0	22	22
0	1	1
0	1	1
0	32	32
0	0	0
0	0	0
0	0	0
0	15	15
2	30	32
0	19	19
2	1	3
0	6	6
0	0	0
0	99	99
0	343	343
0	517	517
0	306	306
0	292	292
0	54	54
0	506	506
0	230	230
0	440	440
1	121	122
0	2	2
0	6	6
6	18	24
31	0	31
0	1	1
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
1	3	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	21	21
0	19	19
0	15	15
0	21	21
2	12	14
0	20	20
0	13	13
0	20	20
1	20	21
0	17	17
0	22	22
0	13	13
0	21	21
0	1	1
0	12	12
1	1	2
0	0	0
0	1	1
0	15070	15070
1	15071	15072
0	14702	14702
0	12499	12499
0	287	287
0	11	11
0	36	36
1	22	23
8	0	8
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	2	2
0	0	0
0	2	2
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	7	7
0	0	0
0	37	37
22	207	229
0	7	7
0	7	7
0	2	2
0	188	188
0	0	0
0	0	0
1	0	1
0	0	0
257	4	261
0	8	8
0	0	0
0	0	0
0	0	0
7	2	9
3	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	8	8
1	16	17
0	9	9
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	2	2
0	0	0
3	446	449
0	0	0
0	0	0
0	0	0
0	0	0
